0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8248
8,10264
9,12400
10,15026
11,17883
12,21137
13,25083
14,28811
15,31995
16,35448
17,38133
18,41139
19,43705
20,45763
21,59946
22,65121
23,67804
24,69936
25,72094
26,74125
27,76006
28,76540
29,77574
30,78632
31,79672
32,80296
33,81295
34,82158
35,83297
36,84755
37,86578
38,88793
39,91420
40,94052
41,97386
42,100575
43,104924
44,109982
45,115766
46,121623
47,128853
48,137727
49,149193
50,163568
51,180534
52,198101
53,217105
54,238178
55,262374
56,290571
57,323092
58,361960
59,396122
60,433839
61,478133
62,525297
63,576466
64,639441
65,707148
66,775594
67,837220
68,901906
69,979865
70,1058817
71,1138864
72,1226204
73,1309682
74,1382818
75,1459245
76,1544475
77,1633571
78,1724609
79,1818421
80,1903990
81,1979594
82,2055819
83,2135714
84,2223506
85,2312146
86,2403728
87,2488743
88,2567071
89,2649630
90,2732385
91,2817564
92,2908154
93,3005339
94,3097497
95,3172946
96,3244343
97,3324677
98,3414880
99,3503848
100,3598384
101,3682172
102,3764369
103,3845149
104,3928348
105,4023763
106,4119591
107,4216182
108,4304841
109,4384561
110,4456996
111,4547010
112,4640178
113,4738891
114,4841293
115,4938402
116,5021805
117,5113363
118,5213540
119,5321351
120,5430929
121,5541299
122,5643797
123,5742067
124,5834481
125,5929449
126,6039855
127,6160444
128,6290036
129,6417437
130,6528489
131,6631742
132,6752369
133,6876205
134,7009974
135,7143524
136,7274862
137,7391924
138,7502026
139,7626453
140,7767085
141,7909308
142,8053970
143,8191966
144,8318641
145,8447235
146,8596217
147,8747608
148,8893617
149,9080367
150,9242613
151,9377429
152,9520777
153,9689935
154,9870397
155,10056823
156,10256030
157,10440064
158,10608974
159,10772050
160,10955824
161,11159839
162,11376450
163,11596446
164,11797646
165,11978231
166,12155005
167,12371433
168,12592435
169,12823803
170,13066989
171,13289810
172,13492417
173,13689507
174,13917757
175,14159966
176,14414633
177,14660998
178,14893568
179,15116247
180,15322623
181,15569939
182,15856598
183,16137708
184,16431875
185,16700406
186,16925293
187,17143750
188,17400291
189,17696970
190,17988720
191,18284693
192,18549647
193,18775064
194,18977359
195,19238116
196,19517042
197,19805214
198,20093923
199,20370523
200,20597918
201,20818139
202,21093001
203,21388097
204,21679701
205,21974546
206,22245780
207,22467571
208,22672621
209,22938217
210,23219567
211,23496783
212,23767088
213,24039707
214,24257455
215,24477258
216,24740116
217,25023129
218,25305562
219,25600795
220,25871301
221,26102118
222,26352686
223,26621053
224,26915472
225,27211139
226,27524958
227,27808286
228,28052685
229,28259363
230,28513549
231,28809162
232,29116945
233,29441409
234,29737811
235,29994978
236,30245706
237,30535654
238,30847923
239,31168119
240,31497403
241,31802480
242,32063382
243,32303434
244,32591652
245,32909148
246,33229586
247,33559991
248,33866591
249,34128958
250,34370381
251,34666533
252,34989575
253,35318391
254,35652984
255,35964719
256,36229962
257,36502167
258,36821583
259,37178098
260,37541458
261,37911930
262,38291996
263,38587778
264,38862019
265,39189890
266,39577233
267,39983633
268,40407030
269,40812353
270,41160695
271,41494650
272,41896015
273,42343418
274,42834738
275,43334152
276,43818797
277,44251483
278,44648222
279,45124923
280,45644783
281,46196542
282,46771904
283,47286261
284,47754841
285,48206747
286,48724089
287,49303002
288,49930163
289,50560481
290,51200071
291,51706534
292,52177190
293,52761020
294,53395447
295,54043497
296,54704303
297,55317126
298,55834389
299,56321832
300,56907086
301,57534906
302,58198583
303,58867424
304,59484440
305,60009137
306,60532534
307,61117994
308,61761512
309,62388041
310,62999367
311,63601526
312,64131107
313,64619582
314,65216640
315,65865679
316,66563622
317,67260619
318,67914923
319,68466951
320,68984196
321,69609582
322,70278495
323,70983006
324,71699376
325,72369476
326,72928887
327,73459512
328,74087448
329,74824986
330,75563580
331,76292883
332,76952584
333,77512948
334,78047320
335,78684883
336,79391861
337,80095085
338,80643223
339,81094272
340,81555819
341,82060379
342,82698417
343,83472130
344,84252531
345,84904695
346,85455600
347,86005589
348,86563277
349,87304144
350,88117305
351,88968652
352,89801077
353,90563265
354,91198348
355,91780172
356,92481344
357,93231177
358,93983068
359,94736562
360,95419661
361,95975610
362,96447611
363,97055487
364,97720969
365,98372798
366,99009216
367,99610571
368,100091133
369,100525891
370,101070617
371,101665551
372,102261911
373,102843033
374,103375177
375,103792338
376,104181031
377,104643344
378,105130981
379,105639548
380,106136539
381,106578291
382,106940665
383,107259017
384,107651760
385,108096350
386,108542463
387,108969757
388,109358009
389,109661651
390,109925225
391,110274787
392,110672615
393,111075119
394,111487661
395,111876813
396,112195106
397,112478704
398,112860211
399,113304904
400,113752927
401,114189959
402,114587927
403,114910261
404,115204793
405,115577143
406,116024353
407,116474722
408,116929434
409,117343970
410,117724322
411,118016704
412,118411793
413,118881378
414,119363386
415,119857941
416,120312734
417,120691783
418,121027901
