0,17
1,26
2,45
3,60
4,84
5,110
6,137
7,176
8,220
9,266
10,311
11,369
12,433
13,500
14,573
15,646
16,732
17,826
18,924
19,1032
20,1129
21,1275
22,1397
23,1530
24,1672
25,1778
26,1876
27,2012
28,2129
29,2250
30,2363
31,2463
32,2621
33,2702
34,2766
35,2803
36,2861
37,2926
38,2980
39,3053
40,3120
41,3206
42,3291
43,3394
44,3503
45,3610
46,3837
47,4036
48,4313
49,4647
50,5030
51,5493
52,5917
53,6628
54,7313
55,8192
56,9216
57,10309
58,11741
59,13450
60,15265
61,17351
62,19956
63,22592
64,25770
65,29368
66,33282
67,36969
68,41432
69,46308
70,51712
71,58138
72,64428
73,70826
74,76399
75,82691
76,90187
77,97132
78,105027
79,112270
80,118887
81,125123
82,131488
83,139010
84,147487
85,154562
86,163403
87,170088
88,175855
89,182385
90,189753
91,196772
92,204047
93,210704
94,217368
95,222302
96,228068
97,235241
98,242319
99,248632
100,255171
101,261543
102,266386
103,272065
104,278275
105,285555
106,291815
107,297893
108,303491
109,308880
110,313752
111,319975
112,325653
113,331559
114,337320
115,342300
116,346736
117,351333
118,357141
119,362515
120,368267
121,373707
122,378552
123,382588
124,387196
125,392037
126,397523
127,402641
128,407987
129,412858
130,417148
131,421335
132,426848
133,432393
134,437994
135,443155
136,448094
137,452794
138,457218
139,462698
140,468505
141,474136
142,479548
143,484692
144,489165
145,493812
146,501227
147,507150
148,513102
149,518954
150,524047
151,528593
152,532728
153,538531
154,544073
155,549636
156,555040
157,560264
158,564597
159,569406
160,575175
161,580630
162,586334
163,592068
164,597351
165,601764
166,606407
167,612630
168,618551
169,624649
170,630640
171,636322
172,641441
173,646301
174,652668
175,659008
176,665674
177,671998
178,677794
179,682952
180,688113
181,694842
182,702444
183,709357
184,716221
185,722597
186,727746
187,733123
188,739608
189,746844
190,753848
191,760635
192,766854
193,771955
194,777441
195,784324
196,791746
197,798761
198,805732
199,811780
200,817262
201,822641
202,829390
203,836333
204,843339
205,849786
206,855862
207,861060
208,866304
209,873183
210,880035
211,886694
212,893311
213,899379
214,904477
215,909580
216,916253
217,922859
218,929386
219,935633
220,941340
221,946102
222,951021
223,957469
224,963965
225,970141
226,976280
227,981610
228,986258
229,990867
230,995936
231,1002033
232,1007946
233,1013872
234,1019160
235,1023560
236,1028353
237,1034684
238,1040677
239,1046394
240,1052198
241,1057386
242,1061716
243,1065988
244,1071731
245,1077561
246,1083067
247,1088589
248,1093854
249,1098034
250,1102078
251,1107853
252,1113528
253,1119124
254,1124856
255,1129835
256,1134202
257,1138979
258,1144869
259,1150868
260,1157466
261,1163452
262,1168775
263,1173517
264,1177892
265,1183148
266,1189339
267,1195461
268,1201883
269,1207734
270,1212230
271,1217290
272,1223824
273,1230745
274,1237392
275,1244109
276,1250079
277,1255019
278,1260862
279,1268112
280,1275236
281,1282465
282,1290109
283,1297058
284,1303125
285,1309898
286,1318515
287,1327775
288,1337155
289,1346674
290,1354811
291,1361829
292,1369691
293,1379447
294,1389429
295,1399183
296,1409509
297,1419241
